Order_ID,Customer_Name,Product,Category,Quantity,Price,Order_Date,City,Sales
ORD-0451,Ravi Sharma,Biscuits,Food,7,86.65,2023-08-10,Hyderabad,606.55
ORD-0290,Pooja Rao,Juice,Food,10,61.63,2023-12-14,Pune,616.3
ORD-0050,Ravi Verma,Art Book,Books,7,498.0,2023-11-14,Mumbai,3486.0
ORD-0671,Ravi Shah,Tea,Food,10,180.4,2023-09-21,Bangalore,1804.0
ORD-0799,Sneha Chopra,Coffee,Food,7,423.6,2023-08-25,Kolkata,2965.2
ORD-0215,Rahul Nair,Mouse,Electronics,7,850.92,2023-01-21,Mumbai,5956.44
ORD-0166,Amit Shah,Protein Bar,Food,6,132.07,2023-01-11,Mumbai,792.42
ORD-0931,Kavya Pillai,Smartphone,Electronics,5,4809.266250000001,2023-08-29,Surat,24046.33
ORD-0179,Suresh Mehta,Rug,Home Decor,1,3393.06,2023-04-16,Surat,3393.06
ORD-0694,Divya Sharma,Monitor,Electronics,10,4809.266250000001,2023-08-06,Kolkata,48092.66
ORD-0066,Divya Nair,Kurta,Clothing,3,810.25,2023-07-29,Jaipur,2430.75
ORD-0142,Rajesh Iyer,Laptop,Electronics,9,4809.266250000001,2023-04-27,Kolkata,43283.4
ORD-0986,Neha Rao,Photo Frame,Home Decor,1,399.46,2023-02-28,Hyderabad,399.46
ORD-0352,Ravi Agarwal,Headphones,Electronics,8,3320.84,2023-09-17,Chennai,26566.72
ORD-0862,Ananya Sharma,Novel,Books,9,295.8,2023-05-24,Delhi,2662.2
ORD-0441,Deepa Agarwal,Art Book,Books,7,481.5,2023-08-23,Chennai,3370.5
ORD-0347,Pooja Iyer,Self Help Book,Books,2,416.21,2023-06-14,Chennai,832.42
ORD-0255,Deepa Joshi,Chips,Food,4,45.04,2023-01-05,Hyderabad,180.16
ORD-0695,Ananya Nair,Tea,Food,1,176.89,2023-02-23,Bangalore,176.89
ORD-0345,Rahul Pillai,Headphones,Electronics,10,2908.65,2023-02-08,Hyderabad,29086.5
ORD-0222,Sneha Agarwal,Art Book,Books,4,561.27,2023-05-01,Jaipur,2245.08
ORD-0236,Deepa Mishra,Science Textbook,Books,2,693.38,2023-05-12,Ahmedabad,1386.76
ORD-0548,Arjun Nair,Science Textbook,Clothing,8,525.74,2023-10-15,Kolkata,4205.92
ORD-0500,Ravi Sharma,Cushion,Home Decor,7,572.93,2023-11-29,Ahmedabad,4010.51
ORD-0596,Divya Rao,Data Science Guide,Books,1,793.75,2023-10-12,Hyderabad,793.75
ORD-0941,Kavya Bose,Plant Pot,Home Decor,1,326.28,2023-05-21,Chennai,326.28
ORD-0250,Kiran Iyer,Clock,Home Decor,1,1105.9,2023-06-10,Delhi,1105.9
ORD-0382,Kavya Bose,Protein Bar,Food,7,127.08,2023-11-23,Bangalore,889.56
ORD-0072,Kiran Singh,Science Textbook,Home Decor,8,909.61,2023-02-11,Pune,7276.88
ORD-0095,Sneha Joshi,Handbag,Clothing,10,2162.58,2023-08-08,Mumbai,21625.8
ORD-0034,Neha Shah,Clock,Home Decor,4,1134.67,2023-07-01,Bangalore,4538.68
ORD-0260,Arjun Mishra,Mouse,Electronics,1,703.32,2023-06-18,Ahmedabad,703.32
ORD-0205,Pooja Joshi,Laptop,Electronics,2,4809.266250000001,2023-11-08,Mumbai,9618.53
ORD-0360,Ananya Kapoor,Mouse,Electronics,2,818.11,2023-08-24,Unknown City,1636.22
ORD-0602,Deepa Iyer,Sneakers,Clothing,8,2800.73,2023-01-03,Surat,22405.84
ORD-0399,Deepa Verma,Saree,Clothing,3,3225.78,2023-08-31,Chennai,9677.34
ORD-0078,Ananya Rao,Monitor,Electronics,5,4809.266250000001,2023-11-21,Pune,24046.33
ORD-0085,Rahul Chopra,Dress,Electronics,2,1414.94,2023-10-23,Delhi,2829.88
ORD-0320,Shreya Sharma,Mirror,Electronics,3,1665.13,2023-09-25,Mumbai,4995.39
ORD-0083,Rajesh Kumar,Handbag,Clothing,2,1898.54,2023-04-18,Bangalore,3797.08
ORD-0948,Shreya Pillai,Clock,Home Decor,10,1120.01,2023-12-01,Jaipur,11200.1
ORD-0708,Suresh Malhotra,Spices,Food,3,163.94,2023-02-14,Kolkata,491.82
